a_text,a_source,label
"renter relief for covid-19 related issues coming, says premier",news_blog,FACT
production back up at windsor assembly after employees refuse work amid covid-19 concerns,news_blog,FACT
"stop holding open houses, manitoba real estate groups say to protect clients, public from covid-19",news_blog,FACT
stranded abroad? what you need to know about returning to canada,news_blog,FACT
london police headquarters closed to the public,news_blog,FACT
olympic decision could end career of world champion paddler mark de jonge,news_blog,FACT
why some are going on the land amid covid-19 fears,news_blog,FACT
7-eleven store in downtown calgary temporarily closed after worker tests positive for covid-19,news_blog,FACT
"ontario's hospital logjam brings record wait times, before arrival of covid-19",news_blog,FACT
"qeh prepared for potential covid-19 cases, says er doctor",news_blog,FACT
liberals back down on proposed bill to broadly tax and spend without parliamentary approval,news_blog,FACT
hipster drug mules and sci-fi musicals: what to watch and listen to while hunkered down at home,news_blog,FACT
calls to distress lines climb amid increased anxiety over covid-19,news_blog,FACT
"'this is a crisis': biden, sanders offer differing covid-19 plans at democratic debate",news_blog,FACT
"some elective surgeries delayed, prescriptions limited to 30-day supply in manitoba response to covid-19",news_blog,FACT
suspending prison visits over covid-19 sparks fears of inmate backlash,news_blog,FACT
"what you need to know about covid-19 in b.c. on march 21, 2020",news_blog,FACT
teachers from calgary's two biggest school boards given nod to work from home,news_blog,FACT
"we won't know if social isolation is working for weeks, months: tam",news_blog,FACT
prominent scientist dares to ask: has the covid-19 response gone too far?,news_blog,FACT
"what you need to know about covid-19 in b.c. on march 21, 2020",news_blog,FACT
parliament to return to deal with emergency financial aid package,news_blog,FACT
nova scotia spca temporarily halts adoptions in all locations,news_blog,FACT
"detroit automakers, uaw agree on measures to keep plants running",news_blog,FACT
"what you need to know about covid-19 in ottawa on tuesday, march 17",news_blog,FACT
ottawa advises canadians not to travel abroad. what this means for your travel plans,news_blog,FACT
tsx and dow jones bounce back somewhat after massive monday sell-off,news_blog,FACT
stranded abroad? what you need to know about returning to canada,news_blog,FACT
liberals back down on proposed bill to broadly tax and spend without parliamentary approval,news_blog,FACT
why some are going on the land amid covid-19 fears,news_blog,FACT
5 new covid-19 cases in hamilton monday as officials prepare for steep rise in coming days,news_blog,FACT
80-year-old nursing home resident is hamilton's first covid-19 death,news_blog,FACT
5 people including hospital personnel test positive for covid-19 in mohawk community,news_blog,FACT
'you can still take a walk': says city's medical officer of health as hca closes conservation areas,news_blog,FACT
how to properly disinfect your home during the covid-19 pandemic,news_blog,FACT
"'this is a crisis': biden, sanders offer differing covid-19 plans at democratic debate",news_blog,FACT
"government expanding covid-19 testing capacity and purchase of medical equipment, says federal health minister",news_blog,FACT
"westjet laying off 6,900 workers amid worsening covid-19 crisis",news_blog,FACT
coursework could continue even if ontario schools don't reopen: minister,news_blog,FACT
"doctors, medical suppliers urge public not to hoard or steal protective gear",news_blog,FACT
cameco suspends cigar lake uranium mine production amid covid-19 concerns,news_blog,FACT
"detroit automakers, uaw agree on measures to keep plants running",news_blog,FACT
ottawa advises canadians not to travel abroad. what this means for your travel plans,news_blog,FACT
as covid-19 fight intensifies mcmaster asks students in residence to move out,news_blog,FACT
"'take this seriously': edmonton man is alberta's first covid-19 fatality, total cases reach 146",news_blog,FACT
"domestic travellers should self-isolate for 14 days, manitoba public health officials say",news_blog,FACT
"some elective surgeries delayed, prescriptions limited to 30-day supply in manitoba response to covid-19",news_blog,FACT
19 covid-19 cases in hamilton as brant county announces its 1st,news_blog,FACT
trump declares national emergency to contain coronavirus,news_blog,FACT
1 new covid-19 case in ottawa,news_blog,FACT
what we know about ontario's 1st death linked to covid-19,news_blog,FACT
alberta changes covid-19 testing protocols to focus on individuals who are most at risk,news_blog,FACT
social distancing under the dome: alberta legislature grapples with when and how to sit,news_blog,FACT
"be sad, be mad, be bored, but stay home",news_blog,FACT
there are now 58 positive or presumed cases of covid-19 in waterloo region,news_blog,FACT
b.c. bans majority of evictions during covid-19 pandemic,news_blog,FACT
19 covid-19 cases in hamilton as brant county announces its 1st,news_blog,FACT
"'take this seriously': edmonton man is alberta's first covid-19 fatality, total cases reach 146",news_blog,FACT
trump declares national emergency to contain coronavirus,news_blog,FACT
"doctors, medical suppliers urge public not to hoard or steal protective gear",news_blog,FACT
1 new covid-19 case in ottawa,news_blog,FACT
what we know about ontario's 1st death linked to covid-19,news_blog,FACT
what we know about ontario's 1st death linked to covid-19,news_blog,FACT
"covid-19 dos and don'ts: do use hand sanitizer, don't stockpile toilet paper",news_blog,FACT
"cbc radio's saskatoon morning explores impact of covid-19 after 1st presumptive positive, junos cancelled",news_blog,FACT
"alberta budget 'no longer valid,' says toronto-based credit rating agency in downgrading province",news_blog,FACT
how canadians are helping canadians make it through the covid-19 pandemic,news_blog,FACT
lost your job or financially tight? nwt housing corp. offers extra time to pay rent,news_blog,FACT
"n.w.t. chief public health officer advises event cancellations, business closures due to covid-19",news_blog,FACT
a snapshot of covid-19 in eastern ontario,news_blog,FACT
"10th case of covid-19 in region, visitors to be restricted at waterloo region's hospitals",news_blog,FACT
"can't 'snap your fingers': manufacturers could face time, money challenges making masks, ventilators",news_blog,FACT
"n.w.t. outlines initial fiscal response to covid-19 crisis, includes $13.2m relief package",news_blog,FACT
how the shutdown after 9/11 paved the way for the new canada-u.s. border response to covid-19,news_blog,FACT
"gahcho kué, diavik diamond mines sending some n.w.t. workers from remote centres home",news_blog,FACT
"as covid-19 hits the economy, bailouts are a fresh reminder why governments matter: don pittis",news_blog,FACT
federal government finalizing plan to boost production of pandemic supplies,news_blog,FACT
what does n.b.'s emergency declaration mean for businesses and workers?,news_blog,FACT
"can't 'snap your fingers': manufacturers could face time, money challenges making masks, ventilators",news_blog,FACT
"n.w.t. outlines initial fiscal response to covid-19 crisis, includes $13.2m relief package",news_blog,FACT
how the shutdown after 9/11 paved the way for the new canada-u.s. border response to covid-19,news_blog,FACT
"gahcho kué, diavik diamond mines sending some n.w.t. workers from remote centres home",news_blog,FACT
"as covid-19 hits the economy, bailouts are a fresh reminder why governments matter: don pittis",news_blog,FACT
federal government finalizing plan to boost production of pandemic supplies,news_blog,FACT
"walmart, loblaw and save-on-foods hiring to keep up with grocery demand",news_blog,FACT
pm says brandon's samaritan house to receive federal covid-19 funds,news_blog,FACT
"funeral directors want special designation to access supplies, cause of death information during outbreak",news_blog,FACT
alberta gives doctors go ahead to see patients virtually,news_blog,FACT
westjet warns recent passengers of possible exposure to covid-19,news_blog,FACT
"no bingo, no visitors: how quebec seniors are coping with isolation",news_blog,FACT
b.c.'s $5b covid-19 relief plan includes one-time payments to people out of work,news_blog,FACT
atikameksheng anishnawbek council to close access road to the community,news_blog,FACT
algoma reports 1st case of covid-19 after woman returns from the u.s.,news_blog,FACT
"regina fitness store sees 'bittersweet' business boom as pandemic keeps people indoors, closes gyms",news_blog,FACT
"in the wake of covid-19, what can manitobans expect in the next few weeks?",news_blog,FACT
food producers worry if supply chain can handle covid-19 without migrant workers,news_blog,FACT
"covid-19 isn't just testing governments, it's testing citizens",news_blog,FACT
doctor says pre-existing nursing shortage leaves northern ontario first nations 'vulnerable' to covid-19,news_blog,FACT
got questions about social distancing? here's what you need to know,news_blog,FACT
here's what's behind premier françois legault's confident leadership in this covid-19 crisis,news_blog,FACT
"trudeau unveils $82b covid-19 emergency response package for canadians, businesses",news_blog,FACT
"as covid-19 anxiety increases, so is canadians' trust in institutions: poll",news_blog,FACT
alberta gives doctors go ahead to see patients virtually,news_blog,FACT
"1 patient hospitalized with covid-19 in manitoba, public health officials say",news_blog,FACT
"regina fitness store sees 'bittersweet' business boom as pandemic keeps people indoors, closes gyms",news_blog,FACT
edmontonians launch efforts to help students cut off from school food programs during pandemic,news_blog,FACT
yellowknife businesses say they're feeling the hit of covid-19,news_blog,FACT
tsiigehtchic elders ask n.w.t. premier for a full-time nurse,news_blog,FACT
"what you need to know about covid-19 in b.c. on march 14, 2020",news_blog,FACT
cbu's international students face uncertainty as end of term nears,news_blog,FACT
"ryan reynolds, shawn mendes tweet #plankthecurve videos after pm enlists celeb help in covid-19 fight",news_blog,FACT
"1st covid-19 case confirmed in western quebec, 2nd case in prescott-russell",news_blog,FACT
17 new cases of covid-19 confirmed in waterloo region,news_blog,FACT
"italy, france report biggest spike of covid-19 cases since outbreak",news_blog,FACT
sasktel sees 100 per cent increase in landline calls during covid-19,news_blog,FACT
'agonizing': the prospect of a historic oil glut weighs on crude prices,news_blog,FACT
"what you need to know about covid-19 in ottawa for monday, march 16",news_blog,FACT
canada's prison system suspends visits to prevent covid-19 behind bars,news_blog,FACT
canadian north making temporary schedule changes,news_blog,FACT
alberta changes covid-19 testing protocols to focus on individuals who are most at risk,news_blog,FACT
"automakers dodged parts shortage, but covid-19 poses new threat",news_blog,FACT
canadian forces members at cfb greenwood test negative for covid-19,news_blog,FACT
u.s. federal reserve slashes rate to near 0 in effort to offset covid-19 impact,news_blog,FACT
lost your job or financially tight? nwt housing corp. offers extra time to pay rent,news_blog,FACT
n.w.t. health authority ramping up phone appointments in light of covid-19,news_blog,FACT
the loop: the week alberta changed,news_blog,FACT
"what you need to know about covid-19 in b.c. on march 18, 2020",news_blog,FACT
manitoba government blocked from releasing budget for 3rd straight day,news_blog,FACT
cbu's international students face uncertainty as end of term nears,news_blog,FACT
canadian forces members at cfb greenwood test negative for covid-19,news_blog,FACT
'agonizing': the prospect of a historic oil glut weighs on crude prices,news_blog,FACT
canada's prison system suspends visits to prevent covid-19 behind bars,news_blog,FACT
what parents paying for child care in n.l. need to know,news_blog,FACT
"quebec announces first death from covid-19, confirmed cases up to 94",news_blog,FACT
"hospitals, businesses under new restrictions as n.s. announces more covid-19 cases",news_blog,FACT
the data-driven pandemic: information sharing with covid-19 is 'unprecedented',news_blog,FACT
"who can work from home, and who needs to be in the office?",news_blog,FACT
u.s. federal reserve slashes rate to near 0 in effort to offset covid-19 impact,news_blog,FACT
all-volunteer cyber civil defence brigade assembles to fight covid-19 hackers,news_blog,FACT
school district launches online learning resource for stay-at-home students,news_blog,FACT
trudeau says canadians will be stranded abroad. here's what travellers need to know,news_blog,FACT
u.s. federal reserve slashes rate to near 0 in effort to offset covid-19 impact,news_blog,FACT
alberta gun owners stocking up on ammunition during covid-19 pandemic,news_blog,FACT
how canadians are helping each other amid the covid-19 outbreak,news_blog,FACT
why italy was hit so hard and so fast by covid-19,news_blog,FACT
"automakers dodged parts shortage, but covid-19 poses new threat",news_blog,FACT
"4 new cases of covid-19 confirmed in hamilton, 1 new case in burlington",news_blog,FACT
the loop: the week alberta changed,news_blog,FACT
manitoba government blocked from releasing budget for 3rd straight day,news_blog,FACT
"what you need to know about covid-19 in b.c. on march 18, 2020",news_blog,FACT
yukon government announces $4m support package for covid-19,news_blog,FACT
p.e.i. premier dennis king provides an update on the fight against covid-19,news_blog,FACT
"4 new cases of covid-19 confirmed in hamilton, 1 new case in burlington",news_blog,FACT
airport industry group asks transport minister for financial relief due to collapse in travel demand,news_blog,FACT
"ltc to waive fares, move to rear-door boarding, until april 5",news_blog,FACT
"pause sweat lodges and pipe ceremonies, restrict contact to stop covid-19, say indigenous doctors",news_blog,FACT
how canadians are helping each other amid the covid-19 outbreak,news_blog,FACT
why italy was hit so hard and so fast by covid-19,news_blog,FACT
"3 new cases of covid-19 in kingston, ont., area",news_blog,FACT
"minimal hit to economic growth from rail blockades, pbo says in new report",news_blog,FACT
"efforts to stop coronavirus 'greatest fight of our time,' says health minister as b.c. cases rise to 424",news_blog,FACT
who is covered and who is left out when it comes to covid-19 financial relief,news_blog,FACT
"hundreds laid off, thousands of jobs delayed in alberta oilsands",news_blog,FACT
get informed on the top stories of the day in one quick scan,news_blog,FACT
"ontario confirms 43 new covid-19 cases, bringing provincial total to 146",news_blog,FACT
government set to announce $25b aid package to help canadians through covid-19 crisis,news_blog,FACT
next arctic winter games to build on 'amazing' whitehorse plans,news_blog,FACT
"paradise, st. john's offer tax relief for residents, businesses",news_blog,FACT
coronavirus: who calls covid-19 outbreak a pandemic as italy orders most stores to close,news_blog,FACT
coronavirus: who calls covid-19 outbreak a pandemic as italy orders most stores to close,news_blog,FACT
"what you need to know about covid-19 in b.c. on march 19, 2020",news_blog,FACT
governor closes all michigan schools amid covid-19 scare,news_blog,FACT
muslim groups urge mosques to suspend friday prayer services amid coronavirus fears,news_blog,FACT
"#quarantineandchill: streaming, podcasts, virtual tours are your best companions during this pandemic",news_blog,FACT
"keep your distance: what social distancing means, and why you're being asked to do it",news_blog,FACT
essex county warden declares a state of emergency for all seven municipalities in response to covid-19,news_blog,FACT
school district launches online learning resource for stay-at-home students,news_blog,FACT
"cuts to alberta nurses, public-sector jobs paused amidst covid-19 outbreak",news_blog,FACT
"have a plan for pets says humane society, as services reduced due to covid-19",news_blog,FACT
"inmate population vulnerable during covid-19 pandemic, lawyers say",news_blog,FACT
"alberta oil and gas 'on life support' in wake of economic blows, premier says",news_blog,FACT
ontario now telling nurses to quarantine if returning from travel,news_blog,FACT
new smartphone app gives albertans access to virtual health care during covid-19 pandemic,news_blog,FACT
who is covered and who is left out when it comes to covid-19 financial relief,news_blog,FACT
"hundreds laid off, thousands of jobs delayed in alberta oilsands",news_blog,FACT
quebec moves tax deadline to june as covid-19 cases rise,news_blog,FACT
"in northern labrador, leaders are limiting access to communities",news_blog,FACT
muslim groups urge mosques to suspend friday prayer services amid coronavirus fears,news_blog,FACT
"what you need to know about covid-19 in ottawa sunday, march 15",news_blog,FACT
tatamagouche hospital closes emergency department until further notice,news_blog,FACT
"what you need to know about covid-19 in ottawa sunday, march 15",news_blog,FACT
parts of downtown winnipeg office tower cleansed after property manager told of covid-19 case,news_blog,FACT
"in northern labrador, leaders are limiting access to communities",news_blog,FACT
"broadway, disneyland shut down due to covid-19 as hollywood clears release calendar",news_blog,FACT
tourism fears grow as b.c.'s top doctor advises delay to cruise-ship season amid coronavirus spread,news_blog,FACT
what parents paying for child care in n.l. need to know,news_blog,FACT
advocates call for temporary release of some inmates amid covid-19 pandemic,news_blog,FACT
timmins drive-thru worker fearful of catching covid-19,news_blog,FACT
"number of covid-19 cases surpasses 100,000 worldwide",news_blog,FACT
premier and chief medical officer warn peak of covid-19 outbreak may be weeks away,news_blog,FACT
"calgary dental-lab owner now self-isolating after public complaint filed, ahs says",news_blog,FACT
"why some canadians abroad aren't rushing home, despite trudeau's plea",news_blog,FACT
online 'phishing' attacks targeting housebound federal staffers as covid-19 spreads,news_blog,FACT
"how testing for covid-19 works in quebec, and are we doing enough?",news_blog,FACT
'nothing spreads like fear': covid-19 and the dangers of emotional contagion,news_blog,FACT
n.b. covid-19 roundup: higgs steps up plea for caution as 3 new cases are reported,news_blog,FACT
"trade, trump likely factors behind exemption of americans from travel restrictions",news_blog,FACT
"keep your distance: what social distancing means, and why you're being asked to do it",news_blog,FACT
"second london, ont. covid-19 assessment centre to open thursday",news_blog,FACT
'golden shopping hour': sobeys in edmonton sets trend for dedicated shopping for seniors,news_blog,FACT
"nanaimo mill working full-speed to make pulp for medical masks, gowns",news_blog,FACT
city of vancouver closes virtually all public spaces as part of covid-19 prevention measures,news_blog,FACT
"city hall weddings, meter readings called off as city, manitoba hydro postpone non-essential services",news_blog,FACT
health department cancels q&a session with public about covid-19,news_blog,FACT
"what you need to know about covid-19 in b.c. on march 19, 2020",news_blog,FACT
tourism fears grow as b.c.'s top doctor advises delay to cruise-ship season amid coronavirus spread,news_blog,FACT
"number of covid-19 cases surpasses 100,000 worldwide",news_blog,FACT
covid-19 in sask: province declares state of emergency after number of cases doubles,news_blog,FACT
private funerals will be norm under covid-19 restrictions on public gatherings in alberta,news_blog,FACT
3 americans test positive for covid-19 after b.c. heli-ski tours,news_blog,FACT
"victoria university, private school confirm covid-19 cases",news_blog,FACT
"number of covid-19 cases surpasses 100,000 worldwide",news_blog,FACT
windsor parents offer tips for homeschooling your children while schools are closed,news_blog,FACT
"broadway, disneyland shut down due to covid-19 as hollywood clears release calendar",news_blog,FACT
parts of downtown winnipeg office tower cleansed after property manager told of covid-19 case,news_blog,FACT
ford says it's not realistic for ontario schools to reopen april 6,news_blog,FACT
advocates call for temporary release of some inmates amid covid-19 pandemic,news_blog,FACT
'golden shopping hour': sobeys in edmonton sets trend for dedicated shopping for seniors,news_blog,FACT
health minister slams st. john's airport video as 'malicious and unforgivable',news_blog,FACT
why some sick people in waterloo region won't be tested for covid-19,news_blog,FACT
cabinet grilled on why it took so long for premier to rule out spring election,news_blog,FACT
american airlines cutting international flights by 75% amid demand collapse,news_blog,FACT
6th case of covid-19 identified in waterloo region,news_blog,FACT
who is covered and who is left out when it comes to covid-19 financial relief,news_blog,FACT
"hundreds laid off, thousands of jobs delayed in alberta oilsands",news_blog,FACT
first nations leaders urge additional measures to stop spread of covid-19 in northern manitoba,news_blog,FACT
'frustrating and challenging': canadians abroad struggle to find a flight home,news_blog,FACT
quebec premier asks young people to quit partying and take covid-19 seriously,news_blog,FACT
tatamagouche hospital closes emergency department until further notice,news_blog,FACT
detroit to restore water services to thousands amid covid-19 fears,news_blog,FACT
the powers of n.s.'s health protection act and what can happen if you don't listen,news_blog,FACT
health minister says test result wait times 'not acceptable' as ontario confirms 25 new covid-19 cases,news_blog,FACT
sahtu leader calls for more liquor restrictions after n.w.t. announces shorter store hours,news_blog,FACT
6th case of covid-19 identified in waterloo region,news_blog,FACT
covid-19 is more widespread than numbers suggest — so act like it,news_blog,FACT
'frustrating and challenging': canadians abroad struggle to find a flight home,news_blog,FACT
quebec premier asks young people to quit partying and take covid-19 seriously,news_blog,FACT
"with events cancelled, quarantined curling tour gives players a virtual way to keep game alive",news_blog,FACT
american airlines cutting international flights by 75% amid demand collapse,news_blog,FACT
first nations leaders urge additional measures to stop spread of covid-19 in northern manitoba,news_blog,FACT
the powers of n.s.'s health protection act and what can happen if you don't listen,news_blog,FACT
cabinet grilled on why it took so long for premier to rule out spring election,news_blog,FACT
soap and water to fight covid-19 not available on all canadian flights,news_blog,FACT
why some sick people in waterloo region won't be tested for covid-19,news_blog,FACT
is a pandemic a bad time for leadership politics?,news_blog,FACT
health minister says test result wait times 'not acceptable' as ontario confirms 25 new covid-19 cases,news_blog,FACT
detroit to restore water services to thousands amid covid-19 fears,news_blog,FACT
police pandemic preparedness: 'get ready and go back on the front line',news_blog,FACT
swabs used for covid-19 testing are in short supply in london,news_blog,FACT
defence chief orders a 'stop' to classes at military colleges over covid-19 crisis,news_blog,FACT
health minister slams st. john's airport video as 'malicious and unforgivable',news_blog,FACT
top tips for families to stay sane while they're staying home,news_blog,FACT
'they need us for travelling': winnipeg taxi company suffers sharp drop in demand,news_blog,FACT
group of 43 canadians stuck in guatemala remain hopeful for repatriation flight,news_blog,FACT
b.c. ultramarathoner gary robbins hopes fourth time's a charm to finally conquer the barkley marathons,news_blog,FACT
how some halifax animal hospitals are responding to covid-19,news_blog,FACT
'we should be preparing ourselves for a marathon': africa braces for the spread of covid-19,news_blog,FACT
how 2 hamilton small businesses are beating the virus lockdown through social media,news_blog,FACT
big banks promise mortgage help for canadians as ottawa set to announce $25b in covid-19 relief,news_blog,FACT
regina city council votes to close retail stores in response to covid-19,news_blog,FACT
health minister slams st. john's airport video as 'malicious and unforgivable',news_blog,FACT
'we should be preparing ourselves for a marathon': africa braces for the spread of covid-19,news_blog,FACT
'some things are bigger than the game': edmonton oilers react to nhl's 'pause' decision,news_blog,FACT
winnipeg school division postpones byelection for vacant trustee positions,news_blog,FACT
defence chief orders a 'stop' to classes at military colleges over covid-19 crisis,news_blog,FACT
health minister says sask. has covid-19 response plan as ndp questions province's readiness,news_blog,FACT
"halifax father-daughter duo researching 'rapid response' tests, vaccines to combat covid-19",news_blog,FACT
"'the time is now to act': covid-19 spreading in canada with no known link to travel, previous cases",news_blog,FACT
opposition betting on alberta premier's slumping popularity,news_blog,FACT
winnipeg school division postpones byelection for vacant trustee positions,news_blog,FACT
legault thankful ottawa will shut border as covid-19 cases climb in quebec,news_blog,FACT
who warns shortages leave health workers 'dangerously ill-equipped' to fight covid-19,news_blog,FACT
"what you need to know about covid-19 in b.c. on march 15, 2020",news_blog,FACT
federal public servants should work from home if possible: tbs,news_blog,FACT
"trump defends u.s. covid-19 response, calls wash. governor 'a snake' in scattershot cdc visit",news_blog,FACT
most iqaluit businesses close doors over pandemic concerns,news_blog,FACT
811 capacity expanded after covid-19 calls swamp service,news_blog,FACT
"what you need to know about covid-19 in ottawa saturday, march 14",news_blog,FACT
"trump defends u.s. covid-19 response, calls wash. governor 'a snake' in scattershot cdc visit",news_blog,FACT
c-nlopb orders non-essential workers off oil platforms over covid-19,news_blog,FACT
"closed stores, grounded airlines as covid-19 limits business",news_blog,FACT
4th case of covid-19 identified in manitoba,news_blog,FACT
resident tests positive for covid-19 at vancouver residential care home,news_blog,FACT
montrealers find ways to revel on st. patrick's day — from a distance,news_blog,FACT
walls go up all around the world as governments fight to slow spread of covid-19,news_blog,FACT
nunavut declares state of public health emergency,news_blog,FACT
police pandemic preparedness: 'get ready and go back on the front line',news_blog,FACT
"nova scotia restaurant, bar owners prepare for covid-19 shutdown",news_blog,FACT
"canada orders military members on leave abroad to return home, self-isolate",news_blog,FACT
premier jason kenney to snowbirds: go straight home,news_blog,FACT
who warns shortages leave health workers 'dangerously ill-equipped' to fight covid-19,news_blog,FACT
checkpoints go up at n.s. border to prevent spread of covid-19,news_blog,FACT
opposition casts doubt on yukon government's covid-19 plans,news_blog,FACT
changes made to assist sudbury's vulnerable during covid-19 pandemic,news_blog,FACT
"nova scotia restaurant, bar owners prepare for covid-19 shutdown",news_blog,FACT
"what you need to know about covid-19 in b.c. on march 15, 2020",news_blog,FACT
"what you need to know about covid-19 in b.c. on march 11, 2020",news_blog,FACT
opposition casts doubt on yukon government's covid-19 plans,news_blog,FACT
"go home and stay home, trudeau tells canadians as government warns of covid-19 enforcement measures",news_blog,FACT
montrealers find ways to revel on st. patrick's day — from a distance,news_blog,FACT
walls go up all around the world as governments fight to slow spread of covid-19,news_blog,FACT
nova scotia can now complete covid-19 testing at qeii,news_blog,FACT
nova scotia can now complete covid-19 testing at qeii,news_blog,FACT
"province announces 2 new cases of covid-19 in manitoba, bringing total to 17",news_blog,FACT
b.c. k-12 schools suspended indefinitely,news_blog,FACT
"i'm 22, chronically ill — and feel dismissed in the covid-19 dialogue",news_blog,FACT
group of 43 canadians stuck in guatemala remain hopeful for repatriation flight,news_blog,FACT
"cases of community transmission likely in montreal, city's public health director says",news_blog,FACT
"broadway, disneyland shut down due to covid-19 as hollywood clears release calendar",news_blog,FACT
"refugees, new canadians struggling to feed children during pandemic, advocates say",news_blog,FACT
'like a parade on the seawall': vancouverites say social distancing not taken seriously outside,news_blog,FACT
online videos urge chinese seniors in edmonton to take precautions during pandemic,news_blog,FACT
covid-19 and social media: limit the spread of fear by changing online behaviour,news_blog,FACT
regina co-op refinery delaying spring turnaround due to covid-19 concerns,news_blog,FACT
"after 163 weeks in office, trump gets his defining crisis",news_blog,FACT
thousands of hospital beds in b.c. cleared to make room for covid-19,news_blog,FACT
nova scotia introduces new restrictions as covid-19 cases rise to 7,news_blog,FACT
c-nlopb orders non-essential workers off oil platforms over covid-19,news_blog,FACT
"windsor bars, restaurants close their doors on one of the busiest days of the year",news_blog,FACT
regina co-op refinery delaying spring turnaround due to covid-19 concerns,news_blog,FACT
nova scotia introduces new restrictions as covid-19 cases rise to 7,news_blog,FACT
"covid-19 causes winnipeg harvest volunteer and donation shortages, workspace closures",news_blog,FACT
labatt retools beer production and starts making hand sanitizer instead,news_blog,FACT
"broadway, disneyland shut down due to covid-19 as hollywood clears release calendar",news_blog,FACT
"manitoba hydro pulls hundreds of workers, suspends travel to and from keeyask project",news_blog,FACT
"windsor bars, restaurants close their doors on one of the busiest days of the year",news_blog,FACT
"trudeau offers assistance, more money to help indigenous communities with covid-19",news_blog,FACT
"airport screening measures to be enhanced, canada's chief medical doctor says",news_blog,FACT
seafood plants scrambling after border restrictions block many foreign workers,news_blog,FACT
covid-19 test comes back negative for sudbury's mayor,news_blog,FACT
ford promises to protect workers required to take unpaid leave amid covid-19 outbreak,news_blog,FACT
how p.e.i. is preparing for covid-19,news_blog,FACT
"'stay home, stay informed': ontario reports 1st covid-19-related death as province declares state of emergency",news_blog,FACT
thousands of hospital beds in b.c. cleared to make room for covid-19,news_blog,FACT
bcit grad makes his own site to track covid-19,news_blog,FACT
what the decision to call the covid-19 outbreak a pandemic means for canada and the world,news_blog,FACT
"early action on covid-19 can 'flatten the curve' even more, toronto researchers urge",news_blog,FACT
how p.e.i. is preparing for covid-19,news_blog,FACT
'land ho!' sask.-born marine biologist stranded on ship allowed to disembark,news_blog,FACT
'really upsetting': yk1 school board votes to close for remainder of the school year,news_blog,FACT
bcit grad makes his own site to track covid-19,news_blog,FACT
what the decision to call the covid-19 outbreak a pandemic means for canada and the world,news_blog,FACT
'like a parade on the seawall': vancouverites say social distancing not taken seriously outside,news_blog,FACT
online videos urge chinese seniors in edmonton to take precautions during pandemic,news_blog,FACT
on-reserve covid-19 testing set up in algonquin first nation after complaints,news_blog,FACT
'it's a little bit chaotic': parents adjust to first day of home schooling in manitoba,news_blog,FACT
freeland stresses benefits of open canada-u.s. border after trump bans european travellers,news_blog,FACT
"oil giants set work-at-home rules for offices, health checks for critical staff",news_blog,FACT
"no covid-19 in yukon but we're ready, health officials say",news_blog,FACT
university groups call on u of a to maintain pay for laid off workers during pandemic,news_blog,FACT
"'stay home, stay informed': ontario reports 1st covid-19-related death as province declares state of emergency",news_blog,FACT
stranded: these ottawans can't get home due to the covid-19 pandemic,news_blog,FACT
"model, don't shame, when people fail to follow covid-19 advice, experts say",news_blog,FACT
"tom hanks, rita wilson taking diagnoses 'one day at a time'",news_blog,FACT
march break: what to think about before you travel amid the covid-19 outbreak,news_blog,FACT
bank of canada makes emergency interest rate cut,news_blog,FACT
junos will continue as scheduled as no covid-19 cases confirmed in sask.,news_blog,FACT
"universities in waterloo, guelph suspend classes amid covid-19 concerns",news_blog,FACT
"8 more cases of covid-19 identified in b.c., including 1 of unknown origin",news_blog,FACT
"8 more cases of covid-19 identified in b.c., including 1 of unknown origin",news_blog,FACT
sask. opposition says province's expense budget is irrelevant because it doesn't address covid-19,news_blog,FACT
harvey weinstein moved to state prison on eve of 68th birthday,news_blog,FACT
"go home and stay home, trudeau tells canadians as government warns of covid-19 enforcement measures",news_blog,FACT
"need help with your errands? online groups, neighbours are pitching in during coronavirus pandemic",news_blog,FACT
nova scotia can now complete covid-19 testing at qeii,news_blog,FACT
nova scotia can now complete covid-19 testing at qeii,news_blog,FACT
alaska officials say 1st person tests positive for covid-19,news_blog,FACT
many richmond row bars to close for st. patrick's day to curb covid-19,news_blog,FACT
many richmond row bars to close for st. patrick's day to curb covid-19,news_blog,FACT
what trails can you use now that nova scotia is under a state of emergency?,news_blog,FACT
'we can't flip a switch': e-learning unlikely solution for all canadian students if covid-19 closes schools,news_blog,FACT
what n.s. employees can expect if they refuse to go to work due to covid-19,news_blog,FACT
"facing economic headwinds, province confident it can keep budget balanced",news_blog,FACT
1st covid-19-related death in canada recorded in b.c.,news_blog,FACT
mcmaster asks instructors to consider online teaching options over covid-19 fears,news_blog,FACT
'avoid all non-essential travel': n.w.t. government prepares emergency responses for covid-19,news_blog,FACT
don't go to covid-19 assessment sites without calling 811 first,news_blog,FACT
don't go to covid-19 assessment sites without calling 811 first,news_blog,FACT
meili calls for all-party committee after first presumptive covid-19 case in saskatchewan,news_blog,FACT
coronavirus case confirmed in waterloo region,news_blog,FACT
"4 covid-19 cases confirmed in manitoba, chief provincial public health officer says",news_blog,FACT
elmira maple syrup festival cancelled over covid-19 fears,news_blog,FACT
northern sask. community of southend reports province's 3rd presumptive case of covid-19,news_blog,FACT
get informed on the top stories of the day in one quick scan,news_blog,FACT
alaska officials say 1st person tests positive for covid-19,news_blog,FACT
